datetime,open,close,high,low,vol,p_change
2014/7/16,2172.82,2170.87,2183.25,2166.77,815602,-0.19
2014/7/15,2170.09,2174.98,2176.27,2165.21,718156,0.15
2014/7/14,2149.54,2171.76,2171.9,2145.28,661588,1.11
2014/7/11,2136.32,2148.01,2154.73,2134.79,613742,0.24
2014/7/10,2146.6,2142.85,2151.77,2139.52,557324,-0.27
2014/7/9,2178.14,2148.71,2178.51,2148.26,620220,-1.46
2014/7/8,2174.83,2180.47,2180.78,2163.36,507436,0.19
2014/7/7,2178.55,2176.29,2186.2,2171.08,502423,-0.11
2014/7/4,2180.44,2178.69,2183.8,2174.07,528511,-0.07
2014/7/3,2169,2180.19,2184.96,2164.84,636906,0.43
2014/7/2,2164,2170.87,2171.51,2155.61,596855,0.29
2014/7/1,2169.2,2164.56,2171.15,2157.13,533231,-0.03
2014/6/30,2152.31,2165.12,2168.22,2152.31,543041,0.69
2014/6/27,2146.37,2150.26,2159.53,2138.93,527228,0.05
2014/6/26,2135.16,2149.08,2151.11,2134.89,443511,0.74
2014/6/25,2141.73,2133.37,2141.73,2126.03,376661,-0.53
2014/6/24,2131.69,2144.82,2145.21,2130.29,401643,0.5
2014/6/23,2137.93,2134.11,2147.23,2132.45,411792,-0.12
2014/6/20,2124.96,2136.73,2137.03,2120.81,423937,0.46
2014/6/19,2161.43,2126.91,2166.41,2119.5,531626,-1.54
2014/6/18,2169.25,2160.24,2172.55,2158.5,494638,-0.43
2014/6/17,2185.68,2169.67,2185.68,2168.44,499336,-1.01
2014/6/16,2176.44,2191.86,2196.34,2174.28,632968,0.72
2014/6/13,2150.99,2176.24,2183.64,2150.57,592528,1.06
2014/6/12,2156.76,2153.41,2160.99,2148.41,430258,-0.34
2014/6/11,2156.15,2160.77,2163.61,2152.08,425637,-0.02
2014/6/10,2138.67,2161.27,2161.53,2132.45,505079,1.26
2014/6/9,2128.22,2134.28,2153.9,2126.67,393110,-0.02
2014/6/6,2149.21,2134.72,2149.78,2123.98,357380,-0.74
2014/6/5,2126.61,2150.6,2150.93,2123.52,364774,1.05
2014/6/4,2149.41,2128.27,2149.45,2117.31,418172,-1.01
2014/6/3,2157.64,2149.92,2168.99,2149.29,419829,-0.3
2014/5/30,2156.38,2156.46,2166.91,2146.22,439238,0.06
2014/5/29,2171.26,2155.16,2178.09,2154.92,448915,-0.65
2014/5/28,2147.47,2169.35,2171.17,2142.01,500562,1.03
2014/5/27,2154.4,2147.28,2160.03,2145.75,358971,-0.4
2014/5/26,2161.89,2155.98,2165.42,2147.45,395506,0.35
2014/5/23,2130.77,2148.41,2148.58,2128.66,376231,0.82
2014/5/22,2134.09,2130.87,2160.91,2128.86,462527,-0.24
2014/5/21,2106.76,2135.9,2136.1,2096.51,389460,0.95
2014/5/20,2124.71,2115.77,2131.57,2110.72,372996,0.03
2014/5/19,2139.36,2115.14,2139.36,2105.71,428936,-1.44
2014/5/16,2143.93,2145.95,2150.5,2132.19,422531,0.09
2014/5/15,2169.28,2144.08,2171.45,2142.34,467340,-1.3
2014/5/14,2175.09,2172.37,2184.22,2169,485142,-0.11
2014/5/13,2180.06,2174.85,2185.05,2167.77,649125,-0.24
2014/5/12,2150.31,2180.05,2184.33,2139.48,834725,2.16
2014/5/9,2138.84,2133.91,2141.56,2120.6,491811,-0.07
2014/5/8,2132.04,2135.5,2168.21,2128.32,483324,-0.09
2014/5/7,2151.47,2137.32,2153.72,2136.99,446074,-0.93
2014/5/6,2151.39,2157.33,2173.62,2150.11,480865,0.04
2014/5/5,2152.59,2156.47,2161.7,2131.23,493440,-0.1
2014/4/30,2158.76,2158.66,2164.17,2153.12,453346,0.01
2014/4/29,2134.41,2158.47,2159.38,2131.78,482049,1.1
2014/4/28,2165.77,2134.97,2171.39,2132.69,604851,-1.52
2014/4/25,2195.81,2167.83,2201.71,2167.64,602453,-1.03
2014/4/24,2192.77,2190.47,2209.45,2186.76,450589,-0.19
2014/4/23,2191.23,2194.67,2205.59,2187.39,477635,-0.1
2014/4/22,2184.02,2196.8,2196.85,2165.07,570946,0.44
2014/4/21,2209.94,2187.25,2231.71,2186.76,562782,-1.67
2014/4/18,2215.88,2224.48,2228.77,2203.05,507579,-0.01
2014/4/17,2238.78,2224.8,2241.62,2221.95,483336,-0.35
2014/4/16,2223.47,2232.53,2245.31,2221.15,516780,0.14
2014/4/15,2261.41,2229.46,2261.47,2225.68,682181,-1.73
2014/4/14,2267.94,2268.61,2275.83,2255.46,622650,-0.09
2014/4/11,2269.56,2270.67,2281.1,2261.13,906158,-0.14
2014/4/10,2241.45,2273.76,2290.74,2229.51,1145454,1.57
2014/4/9,2239.79,2238.62,2246.79,2228.99,663572,0.06
2014/4/8,2179.92,2237.32,2243.97,2178.9,972191,2.37
2014/4/4,2157.98,2185.47,2186.15,2155.28,479458,0.95
2014/4/3,2188.64,2165.01,2196.14,2160.75,715360,-0.72
2014/4/2,2166.07,2180.73,2182.68,2164.01,650392,0.81
2014/4/1,2143.72,2163.11,2170.1,2141.15,488664,0.78
2014/3/31,2156.05,2146.3,2165.25,2134.42,554574,-0.26
2014/3/28,2154.51,2151.96,2172.67,2144.58,700860,-0.17
2014/3/27,2168.34,2155.71,2186.89,2146.92,712751,-0.71
2014/3/26,2181.23,2171.05,2186.08,2165.22,582761,-0.16
2014/3/25,2170.78,2174.44,2191.49,2164.67,868775,-0.1
2014/3/24,2161.9,2176.55,2186.73,2150.87,1044919,0.82
2014/3/21,2079.87,2158.8,2163.23,2077.76,1040248,3.44
2014/3/20,2116.19,2086.97,2134.79,2086.5,676312,-1.6
2014/3/19,2131.28,2120.87,2131.28,2101.29,593039,-0.81
2014/3/18,2146.12,2138.13,2152.46,2134.92,553541,-0.23
2014/3/17,2132.79,2143.04,2143.2,2118.95,524094,0.95
2014/3/14,2129.87,2122.84,2140.38,2109.57,586177,-0.82
2014/3/13,2119.55,2140.33,2149.44,2115.99,692260,1.24
2014/3/12,2102.8,2114.13,2130.59,2090.76,700697,0.26
2014/3/11,2092.61,2108.66,2118.79,2088.73,576212,0.52
2014/3/10,2149.68,2097.79,2149.68,2095.07,714164,-3.25
2014/3/7,2170.04,2168.36,2189.39,2161.44,642651,-0.24
2014/3/6,2159.4,2173.63,2181.43,2136.45,690937,0.45
2014/3/5,2187.35,2163.98,2189.09,2159.59,613320,-0.93
2014/3/4,2183.86,2184.27,2188.6,2161.59,730692,-0.28
2014/3/3,2173.91,2190.37,2194.22,2167.91,820723,0.52
2014/2/28,2149.45,2178.97,2180.47,2133.55,766680,1.15
2014/2/27,2170.81,2154.11,2180.06,2150.14,901042,-0.43
2014/2/26,2147.74,2163.4,2164.7,2137.08,779932,0.25
2014/2/25,2216.51,2157.91,2225.21,2150.09,932375,-2.56
2014/2/24,2246.72,2214.51,2246.72,2194.16,892159,-2.2
2014/2/21,2284.03,2264.29,2287.87,2250.65,763689,-1.01
2014/2/20,2314.09,2287.44,2331.7,2286.2,1064395,-0.92
2014/2/19,2280.93,2308.66,2317.42,2274.15,993525,1.15
2014/2/18,2310.31,2282.44,2310.31,2276.11,870497,-1.26
2014/2/17,2308.79,2311.65,2315.58,2293.55,878316,0.7
2014/2/14,2278.4,2295.57,2295.85,2274.43,670829,0.7
2014/2/13,2288.45,2279.55,2307.47,2278.26,962177,-0.51
2014/2/12,2286.19,2291.25,2294.32,2276.44,765921,0.25
2014/2/11,2267.74,2285.56,2296.52,2262.6,992298,0.8
2014/2/10,2221.54,2267.53,2270.19,2221.54,830657,2.49
2014/2/7,2187.34,2212.48,2212.5,2177.12,504593,0.46
2014/1/30,2223.16,2202.45,2223.16,2200.22,436323,-1.14
2014/1/29,2225.71,2227.78,2233.06,2219.93,502227,0.36
2014/1/28,2220.78,2219.86,2233.26,2205.97,532691,0.18
2014/1/27,2233.01,2215.92,2233.23,2211.8,703442,-1.33
2014/1/24,2225.76,2245.68,2257.36,2222.89,611676,0.62
2014/1/23,2242.24,2231.89,2248.92,2228.06,563459,-0.53
2014/1/22,2190.43,2243.8,2244.13,2187.53,706413,2.58
2014/1/21,2168.42,2187.41,2197.92,2168.42,403062,0.99
2014/1/20,2173.65,2165.99,2182.46,2156.46,405601,-0.57
2014/1/17,2203.82,2178.49,2205.97,2175.88,502731,-1.51
2014/1/16,2209.45,2211.84,2227.26,2201.56,522989,0.13
2014/1/15,2210.02,2208.94,2215.9,2193.8,489623,-0.18
2014/1/14,2192.84,2212.85,2214.12,2179.91,540499,0.87
2014/1/13,2207,2193.68,2222.07,2183.6,501227,-0.51
2014/1/10,2216.52,2204.85,2224.49,2200.22,541692,-0.78
2014/1/9,2236.97,2222.22,2258.89,2220.8,559870,-0.88
2014/1/8,2240.64,2241.91,2262.58,2228.42,513488,0.17
2014/1/7,2222.31,2238,2246.79,2218.65,437531,-0.03
2014/1/6,2286.37,2238.64,2286.37,2229.33,663004,-2.28
2014/1/3,2311.97,2290.78,2314.84,2280.89,597826,-1.34
2014/1/2,2323.43,2321.98,2325.99,2310.65,451942,-0.35
2013/12/31,2289.01,2330.03,2333.07,2287.12,566310,1.33
2013/12/30,2313.38,2299.46,2316.62,2295.64,484143,-0.17
2013/12/27,2268.53,2303.48,2315.18,2264.39,533891,1.68
2013/12/26,2299.97,2265.33,2301.49,2263.92,514975,-1.73
2013/12/25,2291.75,2305.11,2305.61,2281.6,440053,0.74
2013/12/24,2291.13,2288.25,2312.83,2270.24,455991,0.16
2013/12/23,2283.8,2284.6,2295.76,2259.57,455802,0.28
2013/12/20,2335.05,2278.14,2338.88,2278.1,652042,-2.33
2013/12/19,2366.2,2332.41,2370.99,2331.19,480956,-1.05
2013/12/18,2356.7,2357.23,2368.58,2350.45,400152,0.04
2013/12/17,2369.26,2356.38,2373.29,2351.18,484838,-0.49
2013/12/16,2408.68,2367.92,2412.73,2367.43,645816,-1.61
2013/12/13,2388.66,2406.64,2416.26,2386.25,515011,-0.14
2013/12/12,2406.77,2410.02,2423.31,2402.77,501477,-0.11
2013/12/11,2440.5,2412.76,2440.5,2400.74,680751,-1.65
2013/12/10,2456.23,2453.32,2466.66,2444.53,669414,0.1
2013/12/9,2460.03,2450.87,2468.95,2445.94,571648,-0.06
2013/12/6,2463.04,2452.29,2470.81,2445.62,661140,-0.64
2013/12/5,2476.45,2468.2,2481.75,2460.58,777089,-0.28
2013/12/4,2439.82,2475.14,2486.64,2434.69,1026502,1.32
2013/12/3,2410.69,2442.78,2448.33,2406.66,744557,0.99
2013/12/2,2423.97,2418.79,2464.86,2397.01,1196551,-0.83
2013/11/29,2442.68,2438.94,2446.39,2432.39,618037,-0.02
2013/11/28,2419.15,2439.53,2460.56,2417.24,906604,1.04
2013/11/27,2386.36,2414.48,2422.81,2383.78,752940,1.13
2013/11/26,2387.83,2387.42,2399.02,2380.41,591858,-0.05
2013/11/25,2385.78,2388.63,2418.85,2380.69,661447,-0.39
2013/11/22,2415.29,2397.96,2419,2393.58,750006,-0.5
2013/11/21,2412.45,2409.99,2415.38,2382.88,877066,-0.61
2013/11/20,2428.77,2424.85,2435.43,2406.42,722918,0.53
2013/11/19,2427.93,2412.16,2427.93,2405.08,786482,-0.69
2013/11/18,2367.88,2428.9,2429.57,2361.04,1100346,3.33
2013/11/15,2306.55,2350.73,2377.21,2306.55,863917,2.01
2013/11/14,2291.27,2304.5,2305.7,2279.01,573103,0.72
2013/11/13,2325.36,2288.12,2325.56,2287.55,598488,-2.22
2013/11/12,2319.36,2340,2342.53,2316.6,526875,1.04
2013/11/11,2305.94,2315.89,2325.23,2295,457394,0.34
2013/11/8,2329.08,2307.95,2342.67,2306.04,537885,-1.39
2013/11/7,2351.87,2340.55,2356.67,2328.25,548217,-0.55
2013/11/6,2371.32,2353.57,2383.54,2352.79,637766,-1.27
2013/11/5,2366.88,2383.77,2385.69,2343.8,620844,0.14
2013/11/4,2397.21,2380.45,2404.9,2376.36,517984,-0.19
2013/11/1,2373.96,2384.96,2395,2365.15,630557,0.47
2013/10/31,2398.39,2373.72,2398.39,2370.23,827369,-1.4
2013/10/30,2371.85,2407.47,2407.85,2365.51,921781,1.49
2013/10/29,2369.22,2372.05,2408.62,2327.9,1067378,0.26
2013/10/28,2372.57,2365.95,2377.25,2351.86,628761,-0.11
2013/10/25,2400.52,2368.56,2413.33,2353.99,770701,-1.33
2013/10/24,2412.24,2400.51,2422.94,2395.47,645608,-0.74
2013/10/23,2451.56,2418.49,2474.37,2412.48,915453,-1.12
2013/10/22,2470.25,2445.89,2470.25,2439.86,907030,-1.03
2013/10/21,2431.92,2471.32,2472.79,2423.56,849097,1.87
2013/10/18,2415.12,2426.05,2435.71,2410.6,602916,0.53
2013/10/17,2432.64,2413.33,2440.92,2407.78,712224,-0.33
2013/10/16,2459.08,2421.37,2459.08,2409.72,889798,-1.87
2013/10/15,2475.32,2467.52,2479.13,2449.42,891734,-0.2
2013/10/14,2472.27,2472.54,2483.13,2462.55,1000813,0.16
2013/10/11,2442.36,2468.51,2471.16,2439.63,933882,1.61
2013/10/10,2455.64,2429.32,2455.98,2422.02,903297,-0.99
2013/10/9,2432.94,2453.58,2453.75,2424.77,762776,0.48
2013/10/8,2406.42,2441.81,2446.7,2392.57,847855,1.36
2013/9/30,2406.21,2409.04,2415.07,2397.22,595139,0.59
2013/9/27,2382.22,2394.97,2402.2,2379.86,659715,0.44
2013/9/26,2422.63,2384.44,2422.63,2382.54,862367,-1.84
2013/9/25,2440.84,2429.03,2455.04,2423.28,905184,-0.61
2013/9/24,2470.71,2443.89,2470.75,2420.09,978530,-1.15
2013/9/23,2441.52,2472.29,2473.16,2439.99,801283,1.64
2013/9/18,2426.04,2432.51,2439.63,2407.24,710407,0.21
2013/9/17,2480.81,2427.32,2481.71,2426.46,994599,-2.06
2013/9/16,2501.08,2478.39,2503.69,2467.13,1053832,-0.42
2013/9/13,2502.54,2488.9,2515.78,2481.45,1107750,-0.74
2013/9/12,2480.47,2507.45,2527.38,2469.72,1451731,0.99
2013/9/11,2483.79,2482.89,2504.47,2471.62,1669149,0.32
2013/9/10,2446.45,2474.89,2475.19,2435.83,1548560,1.4
2013/9/9,2374.26,2440.61,2449.25,2372.69,1498896,3.51
2013/9/6,2336.77,2357.78,2361.18,2335.93,733401,0.68
2013/9/5,2350.93,2341.74,2351.22,2336.75,629513,-0.38
2013/9/4,2352.54,2350.7,2360.66,2345.44,787257,-0.16
2013/9/3,2326.23,2354.5,2354.86,2321.3,805540,1.47
2013/9/2,2319.96,2320.34,2329.87,2297.45,795102,0.28
2013/8/30,2315.91,2313.91,2334.41,2303.61,876545,-0.19
2013/8/29,2338.56,2318.31,2342.32,2308.15,660854,-0.42
2013/8/28,2326.1,2328.06,2345.36,2307.04,892561,-0.55
2013/8/27,2332.8,2340.88,2345.11,2322.46,659903,0.23
2013/8/26,2294.76,2335.62,2336.38,2288.5,703710,2.13
2013/8/23,2314.87,2286.93,2321.04,2251.92,689671,-0.74
2013/8/22,2302.67,2303.93,2329.14,2297.02,553381,-0.2
2013/8/21,2320.58,2308.59,2321.64,2291.05,550073,-0.17
2013/8/20,2325.86,2312.47,2353.41,2303.67,730863,-0.81
2013/8/19,2286.2,2331.43,2340.19,2284.08,724832,1.18
2013/8/16,2314.26,2304.14,2423.08,2295.02,1203695,-0.75
2013/8/15,2348.84,2321.58,2362.09,2319.78,619518,-1.17
2013/8/14,2362.62,2349.08,2386.6,2340.83,759421,-0.42
2013/8/13,2352.88,2359.07,2360.83,2340.73,783936,0.27
2013/8/12,2296.22,2352.79,2352.89,2293.18,978632,2.92
2013/8/9,2288.51,2286.01,2301.59,2258.33,646000,0.41
2013/8/8,2277.25,2276.78,2297.63,2267.07,530984,-0.17
2013/8/7,2292.38,2280.62,2313.88,2276.86,730486,-0.57
2013/8/6,2270.67,2293.64,2302.48,2256.72,737468,0.67
2013/8/5,2249.98,2278.33,2278.33,2243.22,553421,1.38
2013/8/2,2263.49,2247.26,2274.71,2244.25,608908,0.08
2013/8/1,2206,2245.36,2245.56,2200.63,626039,2.39
2013/7/31,2211.75,2193.02,2235.38,2187.21,483270,0.17
2013/7/30,2184.01,2189.39,2221.59,2162.98,551936,0.62
2013/7/29,2205.08,2175.97,2205.08,2169.02,546009,-2.16
2013/7/26,2226.43,2224.01,2238.42,2209.81,489410,-0.61
2013/7/25,2255.22,2237.68,2268.84,2227.85,657743,-0.51
2013/7/24,2253.38,2249.15,2265.58,2217.19,695923,-0.74
2013/7/23,2211.59,2265.85,2276.74,2206.76,748097,2.89
2013/7/22,2170.09,2202.19,2203.06,2159.81,532834,0.53
2013/7/19,2248.13,2190.48,2257.92,2188.75,705352,-2.44
2013/7/18,2272.95,2245.33,2282.43,2241.93,571442,-1.64
2013/7/17,2311.44,2282.84,2326.92,2281.61,676552,-1.51
2013/7/16,2300.83,2317.85,2317.85,2281.94,656241,0.46
2013/7/15,2289.76,2307.3,2336.04,2274.67,747578,1.4
2013/7/12,2319.02,2275.37,2331.99,2274.07,897330,-2.21
2013/7/11,2232.16,2326.69,2351.22,2232.16,1257931,4.61
2013/7/10,2163.1,2224.07,2224.14,2157.47,611497,2.84
2013/7/9,2160.7,2162.67,2174.79,2149.79,414944,-0.04
2013/7/8,2194.42,2163.62,2205.21,2162.19,547824,-2.84
2013/7/5,2227.35,2226.85,2252.03,2225.05,618217,0.22
2013/7/4,2187.18,2221.98,2245.91,2176.08,725811,0.82
2013/7/3,2211.04,2203.83,2211.04,2169.14,658360,-0.82
2013/7/2,2211.8,2221.98,2226.11,2191.8,618388,0.39
2013/7/1,2187.09,2213.32,2213.96,2166.35,577262,0.58
2013/6/28,2149.03,2200.64,2227.46,2139.37,794513,1.85
2013/6/27,2172.85,2160.74,2200.21,2153.17,754067,-0.35
2013/6/26,2170.33,2168.3,2181.02,2131.86,792564,0.13
2013/6/25,2146.05,2165.42,2169.21,2023.17,1075548,-0.27
2013/6/24,2308.07,2171.21,2308.07,2164.32,865972,-6.31
2013/6/21,2283.15,2317.39,2332.84,2269.57,587058,-0.18
2013/6/20,2386.1,2321.47,2386.1,2320.23,552010,-3.3
2013/6/19,2408.28,2400.77,2408.28,2366.35,543462,-0.74
2013/6/18,2413.09,2418.75,2424.2,2393.32,486303,0.62
2013/6/17,2422.76,2403.84,2427.53,2394.39,503957,-0.54
2013/6/14,2404.42,2416.77,2420.36,2396.49,559645,0.7
2013/6/13,2448.72,2399.94,2448.72,2375.2,697300,-3.39
2013/6/7,2526.91,2484.16,2538.89,2475.69,610308,-1.73
2013/6/6,2552.82,2527.84,2557.68,2525.31,524965,-1.28
2013/6/5,2565.33,2560.54,2570.03,2545.19,456371,-0.2
2013/6/4,2600.5,2565.67,2600.5,2556.06,663157,-1.42
2013/6/3,2605.97,2602.62,2625.94,2596.05,597744,-0.15
2013/5/31,2638.71,2606.43,2645.57,2604.75,625285,-1.06
2013/5/30,2633.95,2634.32,2647.44,2623.58,701463,-0.31
2013/5/29,2648.93,2642.56,2661.23,2640.88,792777,-0.07
2013/5/28,2600.63,2644.36,2644.36,2585.9,841961,1.72
2013/5/27,2593.52,2599.59,2611.97,2589.74,641950,0.09
2013/5/24,2591.42,2597.23,2608.35,2572.88,607396,0.56
2013/5/23,2604.93,2582.85,2624.08,2579.35,848253,-1.34
2013/5/22,2613.41,2618.03,2630.07,2603.75,741918,0.12
2013/5/21,2607.39,2614.85,2617.4,2594.25,715059,0.2
2013/5/20,2597.15,2609.61,2627.62,2590.05,863378,0.68
2013/5/17,2550.45,2592.05,2598.71,2547.78,818508,1.54
2013/5/16,2501.12,2552.71,2553.06,2487.76,707961,1.83
2013/5/15,2493.97,2506.93,2507.43,2491.93,441896,0.55
2013/5/14,2526,2493.34,2526.14,2479.87,548800,-1.48
2013/5/13,2542.41,2530.77,2547.6,2516.73,540921,-0.4
2013/5/10,2519.52,2540.84,2546.97,2515.16,488167,0.52
2013/5/9,2542.37,2527.79,2543.3,2507.79,602401,-0.59
2013/5/8,2542.27,2542.8,2562.01,2531.25,595542,0.51
2013/5/7,2519.36,2529.94,2539.3,2507.76,544906,0.16
2013/5/6,2502.98,2525.98,2533.86,2500.46,604187,1.33
2013/5/3,2457.54,2492.91,2521.12,2457.54,623300,1.77
2013/5/2,2434.6,2449.64,2453.75,2423.08,470160,0.1
2013/4/26,2477.72,2447.31,2488.58,2439.8,471233,-0.83
2013/4/25,2486.86,2467.88,2505.48,2456.57,605579,-1.11
2013/4/24,2452.78,2495.58,2511.2,2446.59,630509,1.88
2013/4/23,2532.2,2449.47,2532.2,2448.2,606539,-3.21
2013/4/22,2525.11,2530.67,2539.05,2518.26,625118,-0.12
2013/4/19,2469.95,2533.83,2542.45,2469.32,755208,2.8
2013/4/18,2440.71,2464.85,2478.41,2434.73,428607,0.26
2013/4/17,2457.88,2458.47,2465.2,2437.35,446921,-0.05
2013/4/16,2419.51,2459.59,2461.05,2416.62,552806,0.93
2013/4/15,2453.97,2436.82,2461.67,2430.15,465397,-1.03
2013/4/12,2476.32,2462.11,2489.12,2460.18,399172,-0.64
2013/4/11,2502.5,2477.88,2508.59,2476.4,429899,-0.3
2013/4/10,2487.98,2485.31,2495.57,2466.19,475049,-0.17
2013/4/9,2477.29,2489.43,2505.29,2477.29,523898,0.69
2013/4/8,2443.24,2472.3,2473.31,2429.5,532967,-0.45
2013/4/3,2493.88,2483.55,2507.14,2474.93,455642,-0.11
2013/4/2,2495.84,2486.39,2524.46,2475,556841,-0.27
2013/4/1,2486.43,2493.19,2507.82,2483.73,473460,-0.08
2013/3/29,2502.78,2495.08,2509.11,2482.49,524021,-0.17
2013/3/28,2535.99,2499.3,2535.99,2495.08,875784,-3.26
2013/3/27,2575.73,2583.53,2611.94,2566.35,569065,0.33
2013/3/26,2601.96,2575.05,2607.36,2554.97,639629,-1.46
2013/3/25,2628.41,2613.1,2641.61,2607.61,562614,-0.2
2013/3/22,2612.26,2618.31,2625.53,2603.34,556471,0.13
2013/3/21,2611.58,2614.99,2626.54,2598.51,695527,0.18
2013/3/20,2526.97,2610.17,2610.17,2526.83,907006,3.37
2013/3/19,2507.4,2525.1,2532.07,2491.85,545364,0.9
2013/3/18,2526.08,2502.49,2544.62,2499.83,598127,-1.47
2013/3/15,2533.72,2539.87,2600.09,2504.46,813721,0.22
2013/3/14,2517.75,2534.27,2546.7,2514.46,476057,0.27
2013/3/13,2551.73,2527.49,2556.77,2515.06,564304,-1.1
2013/3/12,2590.39,2555.62,2619.51,2530.25,719351,-1.42
2013/3/11,2600.28,2592.37,2611.65,2574.17,509464,-0.56
2013/3/8,2622.68,2606.93,2632.62,2601.96,594295,-0.48
2013/3/7,2639.78,2619.48,2658.97,2592.87,940826,-1.16
2013/3/6,2634.87,2650.2,2658.14,2620.43,958296,1.04
2013/3/5,2547.89,2622.81,2623.17,2541.77,896611,3.03
2013/3/4,2619.42,2545.72,2619.57,2528.69,1106191,-4.61
2013/3/1,2671.84,2668.84,2680.85,2627,733437,-0.17
2013/2/28,2611.94,2673.33,2673.71,2594,869225,3.03
2013/2/27,2576.05,2594.68,2615.25,2569.38,632267,1.05
2013/2/26,2587.38,2567.6,2631.09,2564.67,800030,-1.43
2013/2/25,2607.15,2604.96,2628.7,2590.79,531619,0.32
2013/2/22,2607.65,2596.6,2618.48,2591.15,602048,-0.53
2013/2/21,2675.74,2610.55,2675.74,2584.76,1006579,-3.41
2013/2/20,2686.09,2702.64,2703.1,2665.23,700193,0.63
2013/2/19,2735.04,2685.61,2740.74,2674.34,806264,-1.89
2013/2/18,2784.06,2737.47,2787.74,2731.51,764382,-1.24
2013/2/8,2755.65,2771.73,2791.3,2747.95,774296,0.43
2013/2/7,2771.53,2759.87,2775.97,2722.87,899781,-0.58
2013/2/6,2771.91,2775.84,2787.46,2765.74,827792,0.15
2013/2/5,2727.93,2771.68,2779.95,2725.36,1161308,0.86
2013/2/4,2753.69,2748.03,2768.5,2731.08,1279391,0.17
2013/2/1,2677.19,2743.32,2744.32,2671.27,1038795,2.1
2013/1/31,2690.95,2686.88,2696.88,2671.33,967401,-0.07
2013/1/30,2678.43,2688.71,2689.68,2662.06,998749,0.48
2013/1/29,2655.38,2675.87,2685.53,2646.15,1010402,0.91
2013/1/28,2577.27,2651.86,2651.97,2577.27,912747,3.12
2013/1/25,2580.88,2571.67,2591.51,2567.11,584873,-0.43
2013/1/24,2606.43,2582.75,2663.4,2564.21,1112771,-0.95
2013/1/23,2588.2,2607.46,2611.41,2576.36,757394,0.41
2013/1/22,2610.39,2596.9,2620.02,2578.18,1057662,-0.54
2013/1/21,2605.65,2610.9,2611.2,2582.65,841337,0.6
2013/1/18,2568.69,2595.44,2607.45,2553.45,779403,1.67
2013/1/17,2570.71,2552.76,2575.06,2539.67,699152,-0.94
2013/1/16,2591.37,2577.09,2600.09,2540.52,935360,-0.72
2013/1/15,2579.13,2595.86,2605.41,2576.92,986208,0.7
2013/1/14,2474.18,2577.73,2583.63,2474,935540,3.81
2013/1/11,2533.5,2483.23,2539.79,2473.7,742391,-1.87
2013/1/10,2525.59,2530.57,2553.35,2513.73,710858,0.18
2013/1/9,2518.1,2526.13,2534.24,2504.3,702311,0.03
2013/1/8,2534.65,2525.33,2540.51,2502.49,718371,-0.42
2013/1/7,2518.05,2535.99,2545.97,2511.6,751679,0.46
2013/1/4,2551.81,2524.41,2558.53,2498.89,979881,0.06
2012/12/31,2485.56,2522.95,2522.95,2485.56,820022,1.73
2012/12/28,2448.08,2480.05,2481.59,2444.38,671663,1.45
2012/12/27,2464.78,2444.59,2479.79,2443.68,732550,-0.53
2012/12/26,2445.99,2457.62,2458.01,2441.64,715918,0.38
2012/12/25,2373.88,2448.4,2459.3,2365.41,955023,2.82
2012/12/24,2368.01,2381.22,2396.73,2367.04,530870,0.39
2012/12/21,2386.38,2372,2414.22,2365.03,687141,-0.54
2012/12/20,2361.32,2384.82,2391.92,2346.55,656554,0.58
2012/12/19,2362.8,2371.11,2387.14,2358.03,632925,0.13
2012/12/18,2361.1,2368.12,2398.63,2347.08,857848,0.06
2012/12/17,2359.2,2366.7,2380,2358.66,940881,0.46
2012/12/14,2245.64,2355.87,2357.11,2245.64,1108925,5.05
2012/12/13,2260.6,2242.64,2266.72,2242.56,419421,-1.11
2012/12/12,2257.73,2267.77,2273.21,2247.95,450064,0.41
2012/12/11,2263.21,2258.5,2274.99,2254.3,514687,-0.55
2012/12/10,2254.92,2271.05,2276.28,2250.44,733754,1.08
2012/12/7,2203.89,2246.76,2250.53,2198.11,761697,1.96
2012/12/6,2205.61,2203.6,2216.98,2191.23,485746,-0.19
2012/12/5,2128.39,2207.88,2219.09,2126.79,824871,3.58
2012/12/4,2104.93,2131.47,2135.66,2102.14,362259,1.07
2012/12/3,2136.7,2108.85,2152.61,2108.15,401867,-1.44
2012/11/30,2114.24,2139.66,2142.86,2109.96,364069,1.13
2012/11/29,2128.8,2115.68,2140.88,2114.48,296706,-0.63
2012/11/28,2142.5,2129.16,2144.8,2126.03,300093,-1
2012/11/27,2168.59,2150.64,2173.46,2150.22,319467,-1.15
2012/11/26,2187.24,2175.6,2191.36,2172.1,247426,-0.78
2012/11/23,2184.41,2192.68,2202.47,2179.73,286674,0.69
2012/11/22,2181.18,2177.55,2185.58,2169.66,229123,-0.79
2012/11/21,2165.41,2194.9,2195.46,2151.38,305084,1.39
2012/11/20,2180.21,2164.88,2184.33,2163.53,239489,-0.46
2012/11/19,2175.18,2174.99,2176.49,2149.54,269786,-0.1
2012/11/16,2189.51,2177.24,2191.61,2162.98,302477,-0.75
2012/11/15,2210.75,2193.62,2220.99,2193.52,283191,-1.33
2012/11/14,2213.09,2223.11,2225.12,2206,267587,0.48
2012/11/13,2250.84,2212.44,2250.84,2208.72,340837,-1.75
2012/11/12,2242.96,2251.85,2254.7,2232.74,347216,0.49
